lieu,latitude,longitude
L'Adresse,"14,741557","-17,5157887"
"RME SARL, Km 7,5 Boulevard du Centenaire de la Commune de Dakar Sénégal","14,7340074","-17,4209622"
Ecole nationale d'Administration pénitentiaire (ENAP),"14,7439464","-17,1740245"
Tapisol,"14,6672863","-17,4372548"
BOULANGERIE La CITE,"14,7412635","-17,4243138"
Chez marieme fall,"14,667645","-17,1987175"
SONAC CRéDIT/CAUTIONS,"14,6693697","-17,433801"
COLOBANE MARCHE GAMBIE DAKAR SENEGAL,"14,6965914","-17,4434731"
EQUILUX,"14,670813","-17,15588"
Plage Gadaye,"14,7959944","-17,3674737"
School Group Nelson Mandela,"14,7555581","-17,4422499"
Ecole Franco - Arabe Babou As Sahadati,"14,7687067","-17,4177697"
APEFE WBI,"14,6600291","-17,4395917"
A&A Strategy and Investment Advisory,"14,6978571","-17,4699901"
Alimentation Generale,"14,686891","-17,4465323"
Pont Sebikotane,"14,7351536","-17,1738877"
chez bay mar diome,"14,724622","-17,2651568"
3STB,"14,7510292","-17,4579391"
Arrêt Bus DDD,"14,6907542","-17,458976"
Touba Oil,"14,7454372","-17,4586557"
CARREFOUR DES éLÈVES,"14,7803273","-17,37913"
Avenue Malick Sarr,"14,7813223","-17,3775338"
Ndiare Bou Mbengue Couture,"14,7622125","-17,4779176"
Chez Oulimata GUEYE,"14,7359444","-17,4609951"
Ziguinchor,"14,7418789","-17,4220161"
Pharmacie Mohamed,"14,7012139","-17,4437233"
Restaurant Bon appétit Sénégal,"14,6789486","-17,4491491"
Residence fatou,"14,7347822","-17,4974858"
Agence Sénégalaise d'Electrification Rurale (ASER),"14,7111789","-17,4674564"
Salon De Coiffure,"14,7115605","-17,1587201"
Asafin,"14,7512542","-17,2852018"
Waajal Assurance,"14,7133814","-17,4756793"
MacDo chez Bouba,"14,7043935","-17,4752682"
Multiservice Nabi,"14,7720065","-17,4247241"
Dépôt Gaz unité 6,"14,7633566","-17,4261527"
Résidence Aline Sitoé - SPDI,"14,7525245","-17,2761206"
School Presentation De Marie,"14,6739791","-17,4345616"
DIONE BEAUTY STUDIO,"14,7154155","-17,4699715"
Sam Couture,"14,7263977","-17,4522541"
GTHE Grands travaux hydraulique equipement,"14,7289339","-17,4701518"
Niarry tally,"14,7085304","-17,4538799"
Agence Immobilière J.E.L.F Services,"14,7598115","-17,396049"
Salon De Coiffure,"14,74036","-17,4311436"
Dioly Couture,"14,7393771","-17,4444685"
CHIKORY PALACE,"14,7159273","-17,4546418"
Grande Mosquée de Guinaw Rails Nord,"14,7510676","-17,3823948"
Dibiterie Birahim Fall,"14,7255075","-17,4882605"
sen métal,"14,672815","-17,44328"
Librairie Papeterie Loyene Multiservices,"14,7671409","-17,3435745"
Cours privés Jean Armand,"14,7237194","-17,2122229"
Boutique A.Touré,"14,7363249","-17,4965712"
Grain De Beauté,"14,6641304","-17,4372155"
La case ivoirienne Restaurant,"14,7532292","-17,4741763"
Mother Les Petites Mains,"14,6996599","-17,4739697"
Camp thiaroye,"14,7596806","-17,3775385"
Zen Spa Dakar,"14,7232115","-17,4631586"
Tabane maintenance,"14,7446046","-17,3576809"
Prestige Pressing,"14,7190758","-17,452024"
MANA SERVICES,"14,7580299","-17,4739534"
BICHRI SERVICES ET CONSEILS,"14,7425643","-17,3810817"
Khelcom Couture,"14,774216","-17,3956876"
Fa Chic Chez Adjia Mere Sarr Sope S Babacar Sy,"14,7773257","-17,3509982"
Compagnie Sokhna Sénégal,"14,8016971","-17,3377874"
Restaurant Mame Diarra Bousso,"14,7120843","-17,4497833"
Bib Action Broderie & Simple,"14,760085","-17,4491726"
Diamdio service,"14,7353593","-17,4279124"
Countantou,"14,6839431","-17,4664521"
Keur diarra bousso 🏽,"14,8689907","-17,1843685"
Africa Global Corporate Services,"14,7333601","-17,4965463"
Vendeur Téléphone,"14,7229614","-17,2732611"
Restaurant le petit fadiouth,"14,7614375","-17,4499375"
Villa n°346c Comico,"14,7450001","-17,4006943"
I3t Institute Engineers Computer &Télécommunications,"14,728838","-17,472"
Supermarché Félicia,"14,7173044","-17,4669364"
Terrain gorom 1,"14,7984609","-17,1531525"
Chez Imam Khalifa Ndiaye,"14,7086106","-17,4651755"
EMAIR,"14,7312101","-17,4861486"
Kocc Barma Fall,"14,6996165","-17,4659959"
Cité Aliou Sow,"14,7717952","-17,4126863"
Résidence Amani,"14,7407164","-17,4742508"
JARDIN LAMINE,"14,8463945","-17,2326821"
Madina Gounass,"14,7063091","-17,4486773"
Camp Leclerc Pharmacy,"14,729377","-17,4623287"
N Dioba Business Center,"14,726195","-17,4545565"
"SORECIS REPRESENTAT COMMERCIAL,162, RUE TOLBIAC PLATEAU DAKAR-PLATEAU, DAKAR SENEGAL","14,6886909","-17,4700482"
Love Box - Cambérène 2,"14,7719969","-17,4219652"
"Que Des Originaux - Vente de Produits Importés des USA, du Canada et d’Europe","14,7436695","-17,4430892"
Hertz Car Rental - Dakar - Teranga - Hotel Sofitel HLE,"14,6708043","-17,429365"
Institut Pasteur Annexe VDN,"14,7456535","-17,4671246"
Terrain basket almadie,"14,741333","-17,521677"
Groupe La Poste,"14,667924","-17,4417312"
Mausole Seydou Nourou Tall,"14,6736989","-17,4486465"
Cité du littoral,"14,7785182","-17,4048601"
Siselo Shop,"14,6880346","-17,4566822"
www.mermozar.com,"14,7029096","-17,472518"
O P Globale,"14,7412254","-17,4357228"
Coolitude,"14,5979098","-17,1487157"
SENECOBAT,"14,6948855","-17,2227208"
Mosquee,"14,7282877","-17,2256591"
Pharmacie Darabis,"14,7072084","-17,4597812"
TELE ECOLE,"14,7210082","-17,4662073"
Boucherie,"14,7380389","-17,3279269"
Marché sam,"14,7468594","-17,4084836"
CBAO,"14,6726767","-17,4372882"
Office Notarial Me Ndeye Lika BA,"14,7114244","-17,4794681"
PALAIS SERIGNE CHEIKH NDIGAL SENE,"14,7671718","-17,425811"
Association Sénégalaise pour l'Avenir de la Femme et de l'Enfant (ASAFE),"14,7819382","-17,3851107"
Le Pelican Restaurant,"14,7281324","-17,4316"
Galle Thierno Siradji BA,"14,7629081","-17,3805291"
Complexe Mangala Coiffure,"14,7605117","-17,3842003"
Téguédié,"14,703355","-17,1637649"
Pharmacie El Hadji Aïdara et Awa,"14,7414768","-17,4615079"
Amet Couture,"14,7390168","-17,2753969"
QUALIGRAF,"14,7015184","-17,4617331"
Natizglam’s institut,"14,7551328","-17,4709465"
Salon de coiffure Chez Luis et Frère,"14,684239","-17,4529924"
Timbereng School,"14,7328281","-17,4561914"
Gollene Tech Consulting,"14,6892896","-17,4525369"
Poste Health De Sendou,"14,669046","-17,1994468"
Dakar Digital business,"14,7363691","-17,4365805"
Hotel Claudia,"14,7471263","-17,4902556"
GSGS Logistics Office,"14,741958","-17,502335"
Ndiaw ART,"14,7468399","-17,2402522"
Traore Consulting,"14,7472508","-17,4897835"
Wakeur Serigne Mbacke Madina,"14,6860716","-17,4515618"
Lighthouse Signature Suites,"14,7235424","-17,4985018"
Amina Boutique,"14,7584422","-17,4693169"
Ferme de NDAME,"14,7318392","-17,4318521"
All in One technologie,"14,7084349","-17,4571754"
AOTM FROID,"14,6741848","-17,4436189"
COMPTOIR COMMERCIAL MANDIAYE NDIAYE,"14,6742572","-17,438754"
Baba,"14,7897499","-17,3059156"
RESTAURANT CHEZ EURO,"14,7541009","-17,4684786"
Salon De Coiffure,"14,8122855","-17,2507545"
GLOBE VOYAGE GROUPE,"14,7763997","-17,3943159"
Bousso Couture,"14,7692552","-17,3964748"
Amazing Agency,"14,738029","-17,474419"
garage Dépôt Var,"14,7442058","-17,3830613"
By Tchico Prestige,"14,7179909","-17,4873674"
Stade de yene,"14,640119","-17,169293"
Restaurant gastronomique YUMA,"14,7033102","-17,4618969"
Nouveau Goethe Institut,"14,6962089","-17,470889"
DKR306,"14,7750486","-17,2802335"
SATEL Société Africaine de Télécommunication et Informatique,"14,7122439","-17,4552754"
2DN Design,"14,7329538","-17,3233517"
CAFé NO WELI,"14,7342345","-17,2796047"
National School Des Arts,"14,7267284","-17,4710388"
TER - Gare de PNR,"14,7223719","-17,2824027"
Mosquée de Kipp Coco,"14,7827326","-17,3770096"
DAROU SALAM FRUITS PERE & FILS,"14,6706444","-17,4343115"
Alimentation - General Chez Mouhamed,"14,7755348","-17,3924477"
Quincaillerie-Dramé & Frères,"14,8032995","-17,2833628"
Social Connexion Consulting,"14,7036864","-17,4692472"
Talla Faye,"14,7123142","-17,2524218"
Quincaillerie Ndao & Frere,"14,7387096","-17,4219151"
Makari,"14,7274614","-17,4565219"
terminus Hamo 6,"14,7839908","-17,3827207"
Afro et Nature Beauty Oasis de Liberté 6,"14,7280083","-17,4604413"
Fast-food Local Bi Guédiawaye,"14,7732719","-17,4037229"
La Grande Quincaillerie Generale,"14,7560661","-17,2351342"
Grande Mosquée De L'unité 11,"14,7570446","-17,4345818"
Dissel Sénégal,"14,7560449","-17,486046"
Touba Couture,"14,6829831","-17,4470237"
PHARMACIE KHADIMOU RASSOUL,"14,7212295","-17,4626589"
Boye Automobile,"14,6773209","-17,4472964"
STC,"14,7479996","-17,5093054"
Rio Buzz Sénégal,"14,7239742","-17,2735028"
Quincaillerie Generale,"14,8091624","-17,1898317"
Arrêt Gris Bordeaux,"14,7340155","-17,3278809"
Alimentation General Cruz,"14,7414762","-17,4120696"
Michelin,"14,6967028","-17,2296962"
Crl / Yali Dakar,"14,6816925","-17,4420039"
Magazin De Fruits,"14,7045181","-17,4563729"
Cheikh Saliou Couture,"14,7274265","-17,425276"
Baobab,"14,7065224","-17,4589803"
N Diaye Loisirs & Services,"14,764575","-17,4384915"
Bus Stop Police Guédiawaye,"14,7711205","-17,3867145"
Résidence DABA,"14,746645","-17,4629972"
Chez Poly,"14,7297807","-17,4656402"
Volkeno,"14,7438052","-17,4540215"
Jaja Boutik,"14,6805149","-17,458561"
Fast-Food Lac-Rose,"14,8131471","-17,2500883"
chez Serigne Thiam,"14,7729336","-17,2829083"
Astoowig,"14,7440788","-17,4593017"
Eglise Notre Dame de Joie,"14,7692234","-17,3895738"
fell juice,"14,748274","-17,5091721"
CEDEPS,"14,772634","-17,3888337"
Kerbat,"14,7195058","-17,4661624"
TOUBA BAGDADE MULTISERVICE,"14,777674","-17,3060691"
OneClick Sky,"14,6939314","-17,4599438"
LopyMarket,"14,7562331","-17,3810359"
Ecole Elementaire Keur Mareme Mbengue,"14,862465","-17,2103588"
CIFOREX,"14,6730561","-17,4374405"
idealife Sénégal,"14,7598517","-17,4473988"
TANG & NICE,"14,7755583","-17,4090146"
Axa Assurance Maristes,"14,7332057","-17,4345571"
Quincaillerie Generale Mame Sokhna Diarra,"14,745738","-17,1341305"
SYMBATECH,"14,72207","-17,4682193"
Campus Projet TER,"14,7305822","-17,2388553"
Boutique Serigne Fallou,"14,7437358","-17,4412046"
Ababacar Thiam,"14,7626116","-17,2952401"
E-info SARL,"14,7604499","-17,4259336"
etablissement d'informatiqie d'aviculture et de maraichages(E.I.A & M),"14,6848996","-17,4473893"
Stade Iba Mar Diop,"14,6796852","-17,4465059"
"Edmark Dakar, amitié 2","14,7031429","-17,4614979"
Cité Tobago,"14,7360799","-17,4739436"
Camp thiaroye,"14,7651608","-17,377758"
Grande Mosquée de HLM Las Palmas,"14,7695924","-17,4062421"
Unité de Préfab Briques & Hourdis - Marela Construction,"14,7809603","-17,3125765"
Djamil Auto Ecole,"14,7274274","-17,4709141"
Marche Sope Serigne Fallou,"14,8126185","-17,1771932"
Institution Lucie Leclerc,"14,7534105","-17,4616015"
El Hadji Demba Ndoye,"14,7509771","-17,4912185"
LimTech Pro,"14,7803949","-17,3294925"
JAR SENEGAL,"14,7377517","-17,4718352"
Librairie Papeterie Al Faith Lpa,"14,7942523","-17,3366156"
School Mbaye Ndir,"14,7165625","-17,2778448"
Alimentation General Ba & Freres,"14,7746047","-17,3945289"
ZKTeco Sénégal,"14,702875","-17,4740485"
imrane-electronique,"14,714829","-17,4466189"
KEUR SADIBOU GUEYE KEUR NDIAYE LO DAKAR,"14,7482866","-17,2358225"
Shady’s Grill,"14,7475696","-17,5085973"
Thiat Family 1 Creation Cheikh Senghor,"14,786032","-17,3487233"
Ets bilel& frères,"14,7307303","-17,2851135"
ALLIMENTATION DIALLO &FRERES,"14,8068953","-17,2762229"
Maxima bauté,"14,7263237","-17,4529484"
Décor bâtiment (El hadji Demba Sall ),"14,7373779","-17,3250747"
Restaurant Barkérer,"14,6849351","-17,4495636"
Elementary School Elh Ibrahima Beye,"14,6930719","-17,4486191"
CEM Fadilou Diop,"14,7616071","-17,3887356"
Chez katy,"14,7282806","-17,3071902"
Global computer,"14,6707649","-17,4372731"
Residence Rose Garden,"14,7417147","-17,515362"
Accueil - 2tf Groupe,"14,7441361","-17,4095561"
Boucherie Charcuterie Chez JULES,"14,7231907","-17,4529774"
Darou Salam Shoes,"14,6954372","-17,4454263"
Complex Omar Bune Abdoul Aziz Nursery -Préscolaire élémentaire -Collège En- Data Processing Center- De Couture,"14,7568954","-17,3940841"
Ruchers du Cayor,"14,7450358","-17,4168984"
DAKAR P&I,"14,6847753","-17,4406993"
Chez Omar Samb,"14,7140893","-17,2736027"
Le Rajhab,"14,7271051","-17,4465733"
Pharmacie Chifaoun,"14,6816358","-17,4487179"
Wellia Couture,"14,6842045","-17,4468903"
Outdoor public gym,"14,6891358","-17,4725922"
Direction Du Livre,"14,6696203","-17,4286685"
Terrain de jeu,"14,7650204","-17,2991776"
Health Center Ngor,"14,7462395","-17,5129673"
CENTRE DE MUTUALISATION ET DE PARTAGE,"14,7453698","-17,2081041"
Cayor Construction & Consultance*,"14,7015786","-17,4444405"
Quincaillerie Mouhamed,"14,7402912","-17,3653529"
General NTAB,"14,7054666","-17,4594439"
Boutique,"14,7640168","-17,443919"
FALLOU AUTOMOBILE SERVICES,"14,7888862","-17,3626157"
Station benbaraque,"14,7816875","-17,3473719"
Coris Bank International La Banque Autrement,"14,6671983","-17,435161"
Chez Sokhna Maï Saliou,"14,7532595","-17,451351"
compagnie keur soce,"14,7690216","-17,4076377"
BAR OASIS,"14,7655925","-17,2931735"
GROUPE SARRO,"14,7054562","-17,4523554"
Keur hizbou,"14,7510435","-17,4666414"
La Maison Du Costume Africain,"14,7865112","-17,2908699"
Ecole Franco Arabe Cherif Ousseynou Laye,"14,7631422","-17,4313264"
TER - Halte Yeumbeul,"14,764984","-17,3558767"
Supermarche Le Djoloff Ndao & Fréres,"14,7720028","-17,403691"
Groupe Scolaire Franco-Arabe,"14,7497958","-17,3049854"
Psd automobile,"14,698902","-17,4645232"
ONAS Rufisque,"14,722751","-17,2949286"
Jaxaay,"14,7703614","-17,2899342"
Roukhbi khoyane nails beauty,"14,7595513","-17,4635062"
école déroule karim,"14,7163182","-17,2521837"
Gluo Boutique,"14,6921155","-17,4506481"
School Les Martyres,"14,7543589","-17,3778137"
Cr-square lounge,"14,7282273","-17,4921416"
BIO KENEYA AFRICA,"14,7286278","-17,4701766"
Leila Oils,"14,6729115","-17,4327456"
Légal Less,"14,7302933","-17,2817774"
Mosquée Touba Halwar,"14,714674","-17,2519587"
Kay chill,"14,7633381","-17,4570229"
Home,"14,7763861","-17,4024256"
Sopes Chekh Ndiguel Sene,"14,7524395","-17,3995787"
Mon terrain asecna,"14,7836864","-17,3601409"
SIGNAL ROUTES,"14,7406691","-17,4729639"
Thiaw Creation Couture,"14,6843094","-17,4499631"
HAMO TEFESS SYLLA,"14,7809164","-17,3947357"
ALL STYLES COUTURE,"14,7195119","-17,4585501"
Préfecture de Diamniadio,"14,7208933","-17,1849417"
Save the Children Sénégal,"14,7317272","-17,5075052"
Etablissement Fall & Freres,"14,6731535","-17,4376748"
Malick Diongue,"14,727042","-17,492855"
Mosquée Darou Salam 4,"14,7806884","-17,3497349"
GARAGE DE NGOR BOSH CAR SERVICE,"14,7435894","-17,5085335"
Chez Thioro,"14,7085143","-17,4533326"
Samba linguere,"14,7530122","-17,4981341"
grande mosquée de nimzatt salihina,"14,8115593","-17,285261"
Grande Mosquée d'Atépa,"14,776187","-17,411655"
Air de jeux sonatel,"14,7099854","-17,4693204"
Groupe AFRIPAGES (Les Pages Jaunes du Sénégal),"14,6677634","-17,4364702"
Lummanulie,"14,7275061","-17,4719197"
NBN GROUP SENEGAL,"14,7227759","-17,4652184"
Ecole Elementaire Ndoyenne,"14,766276","-17,1495347"
Aicha Coiffure,"14,7082249","-17,4728346"
Panam'as Liberté 6,"14,7290573","-17,463128"
Iacd Barack Obama,"14,7609747","-17,4457589"
Legumerassoul,"14,7347299","-17,3010314"
Mosquée Ibadou,"14,7660705","-17,438164"
Swelli Care,"14,7309156","-17,4720946"
Parking Ngor-Almadie,"14,7443523","-17,5118825"
Web master Agency,"14,7316557","-17,5014798"
Passion Cuisine,"14,6676602","-17,437667"
Cabinet Amont,"14,6948628","-17,4592229"
Depannage.SN,"14,7117003","-17,4684255"
18 Safar Couture Chez Mamadou Wade,"14,7530884","-17,4396731"
Ameublement Keur Moustapha,"14,7112506","-17,4552599"
Comptoirs Keur Baye Assane,"14,7872781","-17,3762127"
SOCIETE IMMOBILIERE LES BAOBABS SARL,"14,7320157","-17,310201"
SB2-4ALL | Sustainable Business For ALL (Biogaz - Biomasse - éolien - Solaire),"14,7425738","-17,3614291"
Superette Antonia,"14,7197166","-17,4920671"
Sow,"14,7347185","-17,4647352"
"Mounkaila DIA, Researcher in Economics and Development Law","14,7374695","-17,4077992"
Fleur De Zen Massage Dakar,"14,7089296","-17,4734498"
Dibizer,"14,7132665","-17,4751178"
Akima Fashion,"14,7595058","-17,446775"
Chez Sokhna,"14,7276874","-17,3131599"
FINDME SN,"14,7130179","-17,4683084"
Glacier,"14,7110623","-17,4683096"
Restaurant Fast Food Pizzeria Albar Akatou,"14,7579558","-17,2868572"
Nk Couture,"14,7176569","-17,2797063"
Salon de Coiffure Bya Beauty,"14,7475514","-17,1329031"
Keur assane,"14,6513285","-17,1837178"
Famille TOURE mamadou,"14,759764","-17,2820479"
Centre Darou Salam,"14,7545285","-17,430494"
Quincaillerie Daara Khadim,"14,7246683","-17,4672325"
Univers Beauté,"14,727871","-17,4531456"
Technologies Services,"14,7130281","-17,4696885"
Thiamco: Image Moderne Couture,"14,7807733","-17,3892227"
TEMPLE FOOTBALL,"14,6874279","-17,4546463"
Cité Bissap,"14,7183746","-17,4491513"
Babineries Serigne Moulaye Sy Habib,"14,7445772","-17,3762565"
Mbene Coiffure,"14,7280411","-17,48237"
Fara Baye Art,"14,6809029","-17,458354"
N'Deye Saliou Fashion,"14,7368887","-17,2784041"
Samsung Touba Baraka Electronic,"14,7562278","-17,4300382"
AMANI TV,"14,7602702","-17,4836244"
Bambinnerie bout'choux,"14,7410729","-17,2933957"
Ceres Locustox,"14,747307","-17,3550175"
Résidence Maty Ka,"14,7506969","-17,4763344"
Kfd Smart services,"14,7142146","-17,4423399"
White House Keur Khadim,"14,7499494","-17,4711962"
Sedar Business Group Sarl,"14,7106869","-17,4756073"
Thereystories,"14,7035114","-17,4599125"
Sisters Of Afrika,"14,7198364","-17,4911218"
Vidange Rapide,"14,6824925","-17,439258"
Resto & Fast Food Serigne Fallou Mbacké,"14,7634645","-17,4261551"
"SENDOU, BARGNY SENEGAL","14,6984847","-17,2282225"
Home Liberté 6 Ext,"14,7273102","-17,4674031"
Mbao,"14,7346946","-17,3364399"
YUMI,"14,6710572","-17,4372683"
SUITE,"14,6708168","-17,4308648"
Mer Cafe,"14,7762628","-17,3519729"
Bureau De Change,"14,6941494","-17,4630635"
Royal Taste Restaurant,"14,7292615","-17,4645984"
Primary School Diamaguène Sicap Mbao,"14,7526719","-17,3544898"
Racines Natural Cosmetics,"14,730732","-17,4691071"
Boutique Sope Dabakh,"14,7875461","-17,3414815"
Zimbabwe 2,"14,7566619","-17,2636973"
Department De Sociologie,"14,6867439","-17,4642887"
Mtoa,"14,7830036","-17,3233363"
EcoleTafsir Niao Faye( Centre de vote),"14,714458","-17,2781789"
Studio Prince Arts,"14,7107482","-17,4692866"
Habiter.biz Agence Immobilière Sénégal,"14,7101544","-17,4683774"
Arrêt Bus Cem O.S.D.,"14,7215823","-17,453331"
Votre Business School,"14,7229276","-17,4703641"
Bambinerie yaye fatou,"14,7735311","-17,3139649"
Le Professeur Fried Chicken,"14,6676025","-17,4351304"
Pharmacie Silly Kaasa,"14,7244127","-17,2603545"
Memorial Thierry Sabine Rally Paris-Dakar Lac Rose,"14,8325661","-17,2444971"
Dichou Design,"14,7209737","-17,4727193"
Inspiration Fashion Couture Chez Baye Zale,"14,7786328","-17,3473174"
Embassy Of Niger,"14,6982034","-17,46831"
Wade froid,"14,7301981","-17,4542393"
Boucherie Dibiterie les Mamelles BDM,"14,7323247","-17,4964617"
Housing Icp Tawfekh Cité Socabeg,"14,8198033","-17,2660309"
Marché Mbabass,"14,7146484","-17,4480348"
DutchLand,"14,747797","-17,5134383"
Institut madame,"14,7599423","-17,4831085"
Diokou Global Services,"14,7583681","-17,4456654"
Restaurant Youssou Ndour,"14,6693468","-17,4297714"
Noreyni Informatique,"14,7358089","-17,4611101"
FAST FOOD PIZZERIA-TASTYSS,"14,716501","-17,4711112"
Dibiterie Le Ndiassane,"14,6879077","-17,4499686"
Diakounda service,"14,7110245","-17,465825"
Chez ISO,"14,7804517","-17,1867562"
