lieu,latitude,longitude
Gorom,"14,7876444","-17,1621714"
FBNBank Senegal,"14,665163","-17,4351164"
Solution Peinture Automobile du Sénégal (S.P.A Sénégal - Dakar),"14,7044615","-17,4401619"
Mbene Couture Broderie,"14,7296617","-17,4429808"
CISIF SARL,"14,7264905","-17,4595193"
Le Petit Château del BruNetto,"14,6142814","-17,1514245"
Chapelle Saint Laurent,"14,6844706","-17,4439732"
Dibiterie Machallah,"14,7590143","-17,4804346"
Mosquée Sylla,"14,7306181","-17,4860034"
Le Xalam Beach Restaurant,"14,761952","-17,4627137"
Bureau de chance Sokhna Fama Lô,"14,6666244","-17,4326553"
Restaurant Darou Salam,"14,7892464","-17,3195969"
Aldo,"14,6694975","-17,4347504"
Boutique Sr Babacar Cosmetique Sy,"14,7184452","-17,2672354"
Restaurant Touba Kheweul,"14,7406844","-17,4336482"
Terminus Tata ligne 55,"14,6755973","-17,4417744"
Wagou niaye 2,"14,7084532","-17,4486742"
Mosquée des cités d'assurance,"14,7526701","-17,3024844"
Agence BNDE,"14,7139846","-17,4334996"
Parfumerie l’élégance,"14,7077208","-17,4556198"
OiLibya,"14,724407","-17,4299635"
Thiam et frères Touba Madiyana,"14,6954502","-17,4502542"
Camp Abdou Diasse,"14,6874936","-17,4406639"
Ifm Dakar,"14,7586482","-17,4479207"
Château d’Eau Golf sud,"14,7666444","-17,4089634"
Voodoo Dakar,"14,7023484","-17,460964"
Assya shop,"14,7399265","-17,2901913"
Wakeur Serigne Fallou Couture,"14,7180878","-17,2677371"
WEIN Déco,"14,7996885","-17,3363355"
Bureau Véritas Sénégal,"14,7115","-17,4718833"
Chez Serigne Sarr,"14,7293451","-17,2942272"
Terminus 82 comico,"14,7771254","-17,3381707"
Boutique Wir Wir,"14,737648","-17,2879918"
Seydi Mbaye Boutique,"14,7262439","-17,4827485"
Ngalane Couture,"14,7877138","-17,3222951"
Shell,"14,765904","-17,3084169"
Folly media,"14,7333384","-17,4507596"
cheveux d'afrique,"14,7543635","-17,4940436"
Sope Serigne Babacar Sy,"14,7403229","-17,3548876"
Joli'S food,"14,6835635","-17,4537066"
Terrain niague,"14,8097661","-17,2513259"
Camberene 2,"14,7703421","-17,4167144"
Keur Bibou,"14,7518678","-17,4990906"
Boulangerie Princesse,"14,7628904","-17,4162587"
Sen Meubles & Déco,"14,7537754","-17,497267"
Naby shop,"14,7388308","-17,3028127"
مسجد ومركز التقوى الاسلامي,"14,7887815","-17,2299505"
Barakatte Bio Naturel,"14,7497414","-17,3978421"
Cabinet médical Seydina Mohamed,"14,7339655","-17,4243027"
HMC SERVICES,"14,7230621","-17,473885"
Vélo Dakar toure,"14,7708038","-17,4238705"
SYLCOM SARL,"14,7323247","-17,4389327"
Adamso Couture by naidi,"14,7278653","-17,4966898"
SETER SUARL,"14,7550097","-17,4343064"
MA Couture,"14,7228912","-17,4555032"
Ecole Privee Franco Arabe,"14,7874669","-17,3813648"
Residence Aicha CSE,"14,7354422","-17,466116"
Assane Hélène FAYE,"14,7357","-17,4545"
AFRIQUE éLEVAGE,"14,701973","-17,234769"
Salon DIYA,"14,7399771","-17,5153238"
Berlenan,"14,7302386","-17,4726702"
Office Notarial Maître Nafissatou DIOP CISSé,"14,6672794","-17,4412893"
SOPRA BANKING SOFTWARE,"14,6718177","-17,4281972"
Mosquée Golf sud,"14,765234","-17,4120509"
Ter'hal Shop,"14,7367181","-17,4924275"
School 27,"14,7610406","-17,3832283"
National School Training Maritime,"14,7039482","-17,4355897"
Studio DJIDJACK MUSIC,"14,746151","-17,5078873"
Tapha Mellys Creation,"14,8079586","-17,2798666"
Matifa Group,"14,7412893","-17,4253983"
Sicap mbao taïf,"14,7568675","-17,3545244"
Restaurant Africain Le Ping Pong,"14,7282052","-17,4879932"
FKS (Silos de stockage),"14,7281587","-17,29879"
Station Shell Avenue Pasteur,"14,6591301","-17,4358325"
SENOU Mark Company,"14,733899","-17,4599915"
MOKAL - Animation 3D - Design Intérieur/ Extérieur,"14,6705778","-17,4283346"
APROCONS (Agence De Promotion Et De Conseil),"14,741228","-17,4353108"
7TV,"14,7196601","-17,4922186"
RESTAURANT FAST-FOOD CHEZ KYA KOUNOUNE,"14,756244","-17,2614899"
Ra,"14,7378959","-17,4437401"
Quincaillerie Samb & Freres,"14,7353493","-17,4529335"
Sope Nabi Couture,"14,7599215","-17,3694883"
Caractère Sénégal,"14,7340603","-17,5065584"
Kotao Coffee Plateau,"14,6663951","-17,4350719"
Salon De Coiffure Homme,"14,7788497","-17,2954972"
Belloucha kids,"14,7273213","-17,4929638"
Groupe PREMIUM Senegal,"14,7296191","-17,4251942"
Cité ERNAM,"14,7505286","-17,487402"
Work,"14,7035404","-17,4576676"
Elegance Couture,"14,7393014","-17,31943"
Bâtiment Plus Keur Massar,"14,7577771","-17,2936269"
Mounina Lavage,"14,7563796","-17,4427912"
Mamadou Diallo,"14,6733052","-17,4395773"
Dakar plateau grande mosquée,"14,6780036","-17,4429427"
Kito Service,"14,7230602","-17,4841361"
Sami DreadLocks Rasta,"14,6685915","-17,3991432"
Dègèmbere Alimentation Gènèrale,"14,7444755","-17,3122871"
Open parking UCAD,"14,6857564","-17,4693101"
Snc Canada Car,"14,7256509","-17,4595801"
Africa-Asia Institute (ISM),"14,692714","-17,4588388"
LES GRANDS MOULINS DE DAKAR,"14,763009","-17,30331"
Quincaillerie Maliyembere,"14,8048229","-17,2821055"
La Casa,"14,6934087","-17,4543929"
IDEAL Lavage Auto Services,"14,7238772","-17,4707414"
Restaurant Traiteur,"14,7264458","-17,3138668"
Bambinerie Aicha,"14,7506404","-17,4708407"
K1ng Sabsa,"14,7560909","-17,2368016"
Jumia boutique de rufisque,"14,7150726","-17,2731904"
L'or bleu,"14,731472","-17,4898502"
Serigne Babacar Couture,"14,8089536","-17,2541088"
Sen’Crêpes,"14,7394165","-17,4316821"
Raby Fashion Shop,"14,7503684","-17,4651115"
Xam Xam Lab,"14,7138371","-17,277108"
ADN SOLUTIONS,"14,6976632","-17,458992"
Touba dendeye cosmétiques sn,"14,6755633","-17,4385024"
Zei Fashion,"14,7667124","-17,3376207"
IBCR (Bureau International des Droits des Enfants),"14,7575109","-17,4870213"
"Groupement IDEVic/SAFEC, Patte d'Oies Builders DAKAR SENEGAL","14,7461317","-17,4426982"
Unité18,"14,753228","-17,440143"
Maison,"14,7135719","-17,4602449"
Mama Eva Coiffure,"14,7231239","-17,4679545"
SENARH SA,"14,7170486","-17,4337001"
Alimentation Teranga,"14,7375403","-17,2790636"
Keur délégué WAGNE,"14,8473882","-17,2193453"
HELIX TOURS,"14,7415816","-17,2802317"
Banlieue Fast Food,"14,776778","-17,4000709"
Thiés,"14,757868","-17,2875623"
Prokhane Jus,"14,7346108","-17,4597641"
Fifi Fashion Top MO.AS collection,"14,7969191","-17,1921621"
Chez Ahmed Khalifa,"14,6888442","-17,4572598"
Alimentation Kadim Rassoul,"14,7163177","-17,1821579"
SENCABMED,"14,701382","-17,4675409"
Elementary School Dalifort,"14,7411353","-17,4202617"
Elementary School Diorga Cherif,"14,7258311","-17,2640238"
Alpha,"14,6739893","-17,4372903"
Coiffeur,"14,7280672","-17,4680321"
Sam Sam 3,"14,7642699","-17,3574541"
LOUM ET FRERES,"14,6740929","-17,4382148"
EXPERT LOGISTICS INTERNATIONAL,"14,7563714","-17,2483576"
Mary Phons Pressing,"14,6823038","-17,456786"
Holiday's Logement sur Sendou,"14,6713041","-17,1983092"
Chez moi,"14,7722912","-17,3989914"
Queen,"14,7446029","-17,525359"
Bijouterie Alpha Amadou Thiam,"14,6811003","-17,4496392"
Fatmata Getzner,"14,7360819","-17,4258516"
AFRICA DéGUSTATION,"14,746815","-17,4660701"
Wouri Coiffeur the best,"14,7402744","-17,279142"
UBA United BANK FOR Africa,"14,7132559","-17,4759184"
Immeuble Horizons,"14,6673142","-17,442695"
Cabinet Gerfade,"14,7240802","-17,4436112"
Ferme Kane,"14,8286102","-17,2842188"
Jamildeco,"14,7541267","-17,4601364"
Belle Couture,"14,7663605","-17,3385949"
SAJIMA GROUP,"14,7609905","-17,4410845"
Poste de Santé de Sandial,"14,6691034","-17,435862"
Chez Sodo Bah,"14,7307022","-17,1328696"
Kawsara Shop,"14,7381295","-17,4491762"
Librairie Aux 4 Vents,"14,6670218","-17,4354952"
sope cheikh issa diene,"14,7508015","-17,4708815"
Soxna Oumou Sy Couture,"14,7333781","-17,321112"
NITYA BY BOURSINE,"14,7405836","-17,5090898"
Cours Anne Marie Javouhey,"14,6871305","-17,456687"
Yalla Sourene Immobiliere,"14,8071173","-17,2890879"
Orange Money,"14,6786257","-17,4496349"
Saphir immobilier,"14,7108993","-17,4806089"
Maison,"14,7524851","-17,4888511"
Sope Serigne Macky Niass,"14,7862456","-17,2850402"
Ndiaye Dioloff Couture,"14,7615686","-17,3464936"
Risk Solution Africa,"14,7641424","-17,4447648"
Private School Franco-Arabe Efelis,"14,7580523","-17,3518074"
Bijouterie Wakeur Fallou,"14,7637159","-17,3559256"
Aykoungh fruits,"14,7740869","-17,3901306"
Téranga 1,"14,7782901","-17,3868239"
FASS COUTURE,"14,7699791","-17,4204061"
Evvoli,"14,6709345","-17,4369372"
COSIBTP,"14,7128261","-17,4454432"
Socar Sénégal,"14,6818505","-17,4391339"
MARINA RéSIDENCE,"14,7124144","-17,4564475"
Orange,"14,7990436","-17,1891809"
Fast food FIOMABA,"14,7846894","-17,3170894"
Pharmacie Rayhana,"14,7589625","-17,3579877"
CHLOE SHOP,"14,6950059","-17,4576606"
Atieke chez Ami,"14,6919161","-17,4511108"
Boucherie,"14,7653883","-17,4141688"
textile,"14,7444572","-17,5090463"
Ange Aviculture / Vente de poulets Dakar,"14,7277147","-17,3112456"
DIARRA PRESSING BAMBA FEPP,"14,7668236","-17,283664"
Usps transport companies,"14,6904632","-17,4641526"
Captours Senegal,"14,6956305","-17,4602334"
NAFI TRAITEUR,"14,7127087","-17,445123"
MINISTÈRE FEMMES DE DISTINCTION DAKAR,"14,7513636","-17,4571865"
Diakounda service,"14,6954414","-17,4473578"
Nelly's kitchen,"14,6604807","-17,4361324"
Aic,"14,7234688","-17,4720961"
Cimetière de Camberene,"14,7701722","-17,4259117"
Afrique Mines et Industries (Ami SA),"14,7228367","-17,4425467"
Restaurant La Solution,"14,6931985","-17,4538187"
Boutique Chez rose,"14,759715","-17,282813"
Amm diayma sa,"14,696649","-17,443107"
Sphères ministérielles de DIAMNIADIO,"14,726465","-17,2043038"
DASER,"14,7367951","-17,1510862"
3S STUDIO,"14,7211546","-17,4814216"
Isi Annexe Fass,"14,6921334","-17,4525343"
PG Volailles Services,"14,6795422","-17,4541433"
Propack,"14,714739","-17,436234"
Drissa Sidibé,"14,7575208","-17,4438006"
Institut Panafricain De Marketing(IPAM),"14,7027243","-17,4639856"
ERECO SA,"14,7171838","-17,1759244"
Matcha Café Dakar,"14,723702","-17,4991546"
School Group L'avenir,"14,7357732","-17,4654625"
Djiby SANKA,"14,7559314","-17,3927777"
Oscare Afrique,"14,6925982","-17,4591208"
"Bassin de rétention, Zone de captage","14,7337551","-17,443197"
Bijouterie Chateaux d'or,"14,6681771","-17,4376924"
Briquette pavé peinture et porte GUMUS SUARL matériaux de construction et ingénieur clé de voûte pose de pave,"14,7052082","-17,1636455"
Sant Yalla Couture,"14,739178","-17,2812325"
LEROCEL SARL,"14,7044178","-17,4618192"
MAME BOUSSO SOLUTION SERVICES (MBSS),"14,7711944","-17,3446088"
COMPUSTORE,"14,7450342","-17,4586875"
Resto El Polo,"14,7250509","-17,4814775"
BOULANGERIE MACHA ALLAH,"14,7277455","-17,4703775"
Residence Anna,"14,743282","-17,5078764"
GTZ,"14,6677549","-17,435082"
Qualisolaire Sénégal,"14,7420991","-17,4684481"
Hawsa Food,"14,7331341","-17,4160005"
Résidence Feto III,"14,7375855","-17,464187"
Sante - Yalla Coiffure,"14,8006327","-17,2786949"
DKD Darou Khoudoss Distribution ( PIECES DETACHEES AUTO ),"14,7560303","-17,4287775"
cesars chickens,"14,7163835","-17,4686184"
Fam Digitale,"14,7604637","-17,4555595"
K.B.C Agence De Voyages,"14,7214287","-17,4822032"
PLanete Digital,"14,7624996","-17,3923828"
Ouakam Garden Yoga Shala,"14,7166034","-17,4874422"
Inna Printshop,"14,7499903","-17,4651502"
Makha Pneus,"14,7213408","-17,2849445"
AZIMUTS IMMO SARL,"14,6933649","-17,4547214"
Mosquée cité diaraf,"14,7427989","-17,2727669"
Dibiterie Diamono,"14,6967","-17,2289916"
Alhamdoulilah Couture,"14,7368495","-17,3208696"
Univers Apple,"14,7118703","-17,448447"
Maïga tangana,"14,7521078","-17,4433724"
WSON Groupe BTP,"14,7088251","-17,4646015"
Clean Lux Lavage Auto,"14,7347126","-17,3161723"
Diamalaye Couture,"14,6872636","-17,2281432"
MBF Trading & Services Import-Export,"14,7645221","-17,4223135"
AGENCE COMMMERCIALEPOMPIDOU  LE SOLEIL ,"14,6695234","-17,4343501"
électrique business,"14,6861486","-17,4686894"
Kounoune 2,"14,765769","-17,245533"
Fournauto,"14,6773852","-17,4376757"
Ify Shop,"14,7143003","-17,4495251"
GROUPE LO BUSINESS SERVICES,"14,7415599","-17,4510196"
Académia Limamoulaye,"14,7752189","-17,3816873"
Excellence hôtel,"14,7207581","-17,4584953"
P'tit Secret,"14,6936115","-17,4745145"
Cem De Bambilor 2,"14,7957353","-17,1838022"
Complexe Hibiscus,"14,6923137","-17,456659"
Quincaillerie Madine Amar,"14,7565685","-17,2903776"
Liberté 6,"14,7317499","-17,4612428"
Pixels Squad,"14,7458544","-17,5067482"
Ecole Maternelle Promesse D'avenir,"14,7452949","-17,5146711"
Chez adja Diaw,"14,7149959","-17,2876942"
Arc-En-Ciel Aviation,"14,6734223","-17,4324707"
Meubles,"14,7238872","-17,4557171"
Grande Mosquée de la Cité TACO,"14,7358213","-17,273386"
Caesar's république,"14,6651651","-17,4360326"
Mael Mini Market,"14,7513331","-17,4676641"
MamanZa Beauty,"14,7417162","-17,461977"
DAKAR MEUBLE CHEZ SAMIR,"14,679899","-17,4490646"
Boutique Diallo & Freres,"14,7697373","-17,2812081"
Best Coiffure,"14,7405942","-17,3588545"
The Office Store,"14,6664732","-17,4345688"
Pharmacy Corniche,"14,7628497","-17,4462924"
Black Beauty Centre Ville,"14,668546","-17,4341586"
Cms Crédit Mutuel Du Sénégal,"14,742818","-17,4483072"
Noura Pressing,"14,7580862","-17,2991096"
Boutique Ta Maty,"14,7344561","-17,4243395"
O’Sommet,"14,6951388","-17,4578866"
Thierno Saïdou Baldé,"14,7278178","-17,4670497"
Maman Maty Coiffure,"14,7614965","-17,4229982"
Bamba Coiffure,"14,713663","-17,4509213"
3 Pak Company,"14,7410824","-17,318247"
Direction dolima,"14,7159415","-17,4885377"
Fa Kine Coiffure,"14,7214695","-17,4533975"
Menuiserie Ebeniste Serigne Fallou,"14,7421424","-17,3734153"
Keur Mame Farangou Niang,"14,7105577","-17,4540208"
EMASES 2,"14,7014941","-17,4302211"
Hello Sénégal,"14,721779","-17,4628968"
Dakar rue fleurus en face saprolait,"14,7463711","-17,4379523"
EDICOF SARL,"14,7391107","-17,4682884"
OKeur Salama Business Services,"14,7710612","-17,4076194"
"1 Rue BIS-08, Dakar 11000, Senegal","14,699931","-17,4539407"
POINT DE VENTE SIM ORANGE 25,"14,741582","-17,4037576"
You Fashion Creation,"14,7615688","-17,3951126"
KHALIL  BUSNESS PRO,"14,7430872","-17,4219996"
Institute Language Arabic,"14,6716832","-17,4366177"
Inspection Of Medical écoles De Dakar,"14,7397843","-17,4628499"
Quincaillerie Gènèrale Mangassouba Et Frères,"14,7206553","-17,1830552"
Chez fall CAFE,"14,7895046","-17,3135929"
Cité Kalia,"14,7557662","-17,2787612"
Canada embassy,"14,6989495","-17,4691378"
EkR(Etablissement Khadim Rassoul),"14,7401056","-17,4575586"
Sen Diaba Alimentation,"14,7591459","-17,3961416"
Emag,"14,7580847","-17,4290544"
Bdc pro,"14,7611662","-17,4404944"
Boulangerie Wael,"14,7247823","-17,4480009"
Swelli Para Workshop,"14,7336156","-17,4975236"
MosaiqueDeluxe Atelier Mosaique,"14,7309003","-17,492801"
Quincaillerie Keur Baye,"14,7539905","-17,4743528"
Fanta Fashion,"14,7546825","-17,4359065"
PHILOBELLO,"14,760098","-17,4329215"
MUPHO. La Galerie.,"14,6880823","-17,4717388"
Gueyene Coiffure,"14,7771372","-17,3245042"
School Al Amal,"14,7590236","-17,2972546"
Centre commercial Serigne Mansour Sy Borom Daara yi,"14,7728216","-17,3167806"
Youssou multi service,"14,7060149","-17,2367371"
Syrian Food,"14,7309393","-17,4992224"
AFROKING VAP,"14,6986198","-17,4645693"
AV-BTP,"14,7250885","-17,4528773"
Point E,"14,6976776","-17,4627838"
Projet Une Famille Un Toit,"14,7271449","-17,2041398"
Orient Aut Service,"14,6860774","-17,4375216"
BOA (Bank Of Africa),"14,7705592","-17,4080104"
pharmacie croisement béthio,"14,7708038","-17,4104161"
Dame Couture,"14,7589551","-17,397402"
Quinquallerie Lamp Fall,"14,7579664","-17,4291678"
Institut Culturel Panafricain de Recherche,"14,6495025","-17,1800724"
Tima Boutique,"14,7867057","-17,2891598"
GT multi service,"14,7045123","-17,4727112"
Bluejay Travels And Tours,"14,7147647","-17,4760147"
Rewmi.com,"14,7224375","-17,4453125"
Restaurant Fast-Food Hérmano Baldé,"14,7385578","-17,14277"
Koko.sn,"14,7064514","-17,4648282"
Sen'eau Rufisque,"14,7199334","-17,2812846"
Football académie,"14,7179274","-17,4417397"
Diazschool.com,"14,7759296","-17,3992386"
Caliente Dakar,"14,750455","-17,5061811"
Omar Mbaye Couture,"14,7566694","-17,3899835"
Guiraye Couture,"14,755483","-17,4573888"
Duchesse Compagnie,"14,723541","-17,4835859"
Mouhamed Couture,"14,7152828","-17,4485874"
Bijouterie Beugue Fallou,"14,7352205","-17,4539262"
24 Sept,"14,6869825","-17,4471667"
Restaurant Keur Mame Diarra Bousso,"14,7722001","-17,4173893"
PROMISE,"14,7264723","-17,441421"
Noor'Ebène,"14,7393991","-17,4652449"
JAARAH BOUSSO TEXTILE ( JB TEX ),"14,7718367","-17,39905"
Restaurant Sope Naby,"14,7756958","-17,3141078"
Adam Beauté,"14,7474466","-17,389328"
Agence Nationale de la Petite Enfance Et De La Case Des Tout Petits,"14,7511009","-17,4923465"
Champs De Maitre WADE,"14,7871028","-17,296593"
Docteur DIALLO,"14,7341875","-17,3302656"
CELUX FITNESS,"14,7428889","-17,4674726"
Vente Pneus Mamadou Niang,"14,7464797","-17,403034"
Mame Biarra Couture,"14,754198","-17,3998563"
Lavage de voiture,"14,7668076","-17,383358"
Azur business scat U.,"14,7450146","-17,4604241"
Andoulaye Couture,"14,7159002","-17,2753984"
Cabinet AVEC-Africa Vision Experience Consulting,"14,7212585","-17,4461933"
Mécanicien Pâte Ndoye,"14,6475928","-17,1744144"
Fabrique,"14,6708889","-17,4395179"
Parapharmacie YASS,"14,6981678","-17,4570005"
Ba & Freres Quincaillerie,"14,6478075","-17,1745403"
Bijouterie De L'Islam Keur Maleye,"14,7038553","-17,447052"
CBS,"14,7417049","-17,4284849"
Beauty Queen,"14,6769537","-17,4469435"
Pharmacie Gambetta,"14,6714712","-17,4375097"
Residence Adja Mandaw Fall,"14,7374455","-17,5068549"
Magoma,"14,741427","-17,5249116"
Hémisphère voyage,"14,666538","-17,4356463"
Hamo6,"14,785781","-17,3784088"
Dara Serigne Modou Bousso Dieng,"14,768972","-17,3043437"
Bountou Pikine,"14,7476644","-17,3992378"
chez DOUDOU DIATTA,"14,7378048","-17,3283871"
Groupe Scolaire Marega,"14,7696348","-17,274858"
From US to Dakar,"14,7324225","-17,4273989"
Chez Bousso karim,"14,7394954","-17,4317384"
Prestige Oud,"14,7138482","-17,4741541"
Cogelec Energy,"14,7085738","-17,4861376"
Alimentation Balde & Fils,"14,7601481","-17,483249"
S.K Collection,"14,6727949","-17,4402278"
Restaurant Chez Aïcha,"14,7038539","-17,475942"
HORIZON HOUSE,"14,7694461","-17,3949947"
DESTOCK DAKAR,"14,6978472","-17,4652028"
Seck ndanane,"14,7623022","-17,374725"
TELME CALLCENTER,"14,6773344","-17,4521491"
School Keur Daouda Sarr,"14,7428549","-17,2476961"
SEDIMA INTERNATIONAL,"14,7445334","-17,525368"
Netset Pressing,"14,7548713","-17,4760682"
Bureau,"14,7254283","-17,16258"
V1022,"14,7665652","-17,2786545"
The GROUND Dakar,"14,7385208","-17,2182114"
GMCKS Prana Life - (Centre de l'arhatique Yoga),"14,7338291","-17,4937833"
chez rama aka,"14,7060911","-17,2314424"
Sig Rosso Senegal,"14,7161088","-17,4456832"
Mosquée El Hadji Seydou Bâ,"14,7698052","-17,3854063"
Saint Michel,"14,6716581","-17,4333854"
CANNY FASHION,"14,7379056","-17,4339129"
Niakoul Rap DDD,"14,7869997","-17,2750251"
Restaurant 333 Specialites Africaines Almadies,"14,7409072","-17,5149589"
Sylla Sport,"14,7561334","-17,4621659"
Alimentation Generale Khd,"14,7698536","-17,3190811"
Sakhor Lavage Auto Moto,"14,7896606","-17,2923312"
Chez ngagne tailleur,"14,7139753","-17,4492542"
ATELIER HAMZA GROUP,"14,7978783","-17,1949065"
Boutique Rue Diola Angle Sérére,"14,7853454","-17,3419797"
Ba,"14,7618853","-17,2869975"
Sope Naby Couture,"14,7492928","-17,5149204"
Entreprise Niang et frères,"14,743384","-17,387053"
JinSoon Fam,"14,8068888","-17,2900497"
KEUR PAPE DIOP,"14,8081655","-17,2920531"
KaYLivré,"14,7549757","-17,4541826"
Little Home Meuble,"14,6755647","-17,4440957"
Nouvelle Creation Niang,"14,7646045","-17,3921995"
Nimzatt Boutique,"14,757383","-17,2627754"
WANEP SENEGAL,"14,7489744","-17,4534493"
Pambal Boucherie,"14,7785635","-17,3154718"
Angleterre,"14,7846025","-17,3449386"
DIMA PEINTURE,"14,6788326","-17,4393088"
Sphère Ministérielle Ousmane Tanor Dieng,"14,7426203","-17,1982538"
Ets Sami CERAN,"14,7144916","-17,4658434"
Boulangerie Pâtisserie la Feuillette,"14,7350162","-17,4360976"
Paradiso,"14,759829","-17,3956366"
Atelier tailleur couture Chez Modou Diouf,"14,7879272","-17,3458102"
Mushei Street,"14,7549516","-17,4756921"
BeogoGroup,"14,7347086","-17,5076231"
Commissaire Diameugeune Dicap Mbao,"14,7563137","-17,3680477"
Terrain basket de L'ENEA,"14,7048304","-17,4791706"
Salon Lifa Coiffure,"14,7597851","-17,47065"
Narou Boutique,"14,7224506","-17,4877478"
terrain central,"14,754787","-17,393015"
DELICE FOOD,"14,7412705","-17,2930005"
Ipman fall,"14,7985831","-17,3397038"
KNA PRESTATIONS,"14,7261602","-17,4708206"
Hôtel Fleur de Lys Plateau,"14,6670401","-17,4361186"
ASEA SééGAL,"14,6933713","-17,4554448"
Restaurant - Fast Food Etoile,"14,7741193","-17,4034044"
Dandy Creation Couture,"14,7810325","-17,2684575"
CAFé SIRRA 77 497 41 41,"14,7260173","-17,4938316"
Guineen Ibou Euro,"14,7177941","-17,4882802"
Ecole Préscolaire Franco - Arabe Keur Djibrul N'diaye,"14,7869255","-17,3498968"
Palm Riviera,"14,746918","-17,518316"
Isept,"14,6963663","-17,4512907"
Dibiterie C.Korafaye,"14,6987733","-17,2308523"
Quincaillerie Serigne Saliou Mbacke Touba Darou Salam,"14,7397846","-17,2574399"
Ofecom Dakar,"14,6639976","-17,4403591"
YINGLI SOLAR SENEGAL SARL,"14,6746119","-17,4365627"
Chez-ngom,"14,7659828","-17,3341979"
Amar Ameublement,"14,7523493","-17,4284023"
Kounounou santral,"14,7406178","-17,265682"
Damel Couture,"14,7718322","-17,3537588"
Boutique Serigne Fallou,"14,7657353","-17,3946662"
Residence KALIA,"14,773566","-17,243634"
Oil Heaven - Poste Thiaroye,"14,7465062","-17,3775819"
terrain U 23,"14,7775735","-17,2872136"
Business Center Senegalsoft,"14,7344809","-17,2738476"
Salon Michele Ka,"14,6933314","-17,4744816"
Abdoulaye Diouf,"14,7557116","-17,4395906"
DANGOTE Cement Sénégal SA,"14,6694263","-17,4306542"
salam.eshop,"14,7632452","-17,4220107"
Darz design,"14,7353544","-17,4637537"
Abdou Creation M-Saliou Couture,"14,7493058","-17,3720354"
Terrain de Foot,"14,6873498","-17,468102"
Bijouterie,"14,7752849","-17,3793489"
AMS Senegal,"14,7428727","-17,5110143"
IUACS,"14,7552789","-17,3008354"
Chez PDB,"14,7516469","-17,2633349"
Chez Mass,"14,7981372","-17,2842867"
Chez Alassane,"14,7460946","-17,4451151"
Chez Ousmane Tall,"14,742426","-17,245426"
Domicile Sondo Zak Mbao,"14,7325965","-17,2908738"
UNIVERSAL ENTREPRISE,"14,7561032","-17,4536509"
Cabinet DIEGUI La Passerelle Mermoz,"14,7076118","-17,4726339"
HOSPITAL SOUTH GOLF,"14,7763711","-17,409381"
Senegliss Surf School,"14,7387478","-17,5172428"
Phine coiffure,"14,7172426","-17,4605548"
Afrik Digital Group,"14,7045101","-17,4713832"
DIKHA MAKE UP,"14,7861174","-17,2744625"
SELECTA BOUTIQUE,"14,7218305","-17,4626908"
Trans 34,"14,7307717","-17,4288891"
Quincaillerie Sant Serigne Fallou,"14,7726482","-17,2354943"
Ets Tall Pneu,"14,7179049","-17,4876288"
Bijouterie joaillerie NGALAM,"14,7155736","-17,4638026"
MagDo Traiteur,"14,7030555","-17,4471066"
Parfumerie L'elegance,"14,7214412","-17,448405"
Univers Social US,"14,7097134","-17,4723041"
Ô’LAVAGE,"14,7334375","-17,4960625"
Villa Ndioms,"14,8207752","-17,2827964"
Nettoyage Pressing,"14,7635314","-17,4429064"
ERNAM,"14,753184","-17,486372"
Pharmacie Oumar Sylla,"14,7817882","-17,3743004"
Vulganisateur,"14,786368","-17,311941"
Dame Gaye Alimentation Générale,"14,7621512","-17,3768064"
Chez Aziz Bourou,"14,7742149","-17,3209854"
Terrain mariste,"14,8014457","-17,2679966"
"Site E-Commerce ElectroMénager-Dakar (Samsung, LG, Beko, Haier, Sharp, Hisense, Roch, astech Etc)","14,7506248","-17,4565217"
Lisilafleur,"14,727066","-17,4633767"
MAX PRESSING MODERNE,"14,7578594","-17,4256762"
GuineeGalaise SUARL,"14,6723122","-17,4349752"
Kaay Len Almadies Farmers Market,"14,7414287","-17,5238714"
Skills Institute De L'environnement Et De La Métrologie,"14,7273928","-17,4632333"
Saveurs d'Asie Centre Ville,"14,6658646","-17,4356302"
Créche Day Care Keur Mame Amine,"14,726341","-17,4825713"
DJOLOFF QUINCAILLERIE,"14,718166","-17,4662765"
Parking,"14,699832","-17,4509108"
Melio boutique,"14,7036878","-17,45945"
Dakar Ophtalmo Clinique - Dr. Awa Thiaw Ndiaye,"14,6691494","-17,4335821"
MuridPro,"14,7031728","-17,4691413"
FA FASHION,"14,7326694","-17,2705502"
Big size senegal,"14,7247188","-17,4615311"
B2COM,"14,7319145","-17,4905454"
CORSAIR,"14,6685645","-17,4339185"
Dampeu unite 7,"14,7590553","-17,4299098"
Téranga Global Tours,"14,7495256","-17,4710729"
Hometech 2,"14,6716365","-17,4372863"
Gallé Kanekanebé,"14,7725766","-17,3509983"
Business News Africa,"14,7583631","-17,4854081"
NMG S'tyle,"14,707988","-17,4462848"
Salon coiffure mixte,"14,7612285","-17,4805509"
Malika Plage,"14,801445","-17,33812"
Kem Medine,"14,7702976","-17,4214928"
Alihssane Immo,"14,7086546","-17,4469545"
Boulangerie Mboolo Mi,"14,7462383","-17,4712403"
Auchan Mermoz,"14,7013963","-17,4718478"
Civil Business,"14,7456251","-17,4249692"
Institut de beauté Phyto,"14,7571761","-17,4914142"
Agence immo DIABY,"14,7721202","-17,3278059"
